size_1, gflops, gflops_mpi, speedup
98, 4431.72, 4445.75, 1.00317
100, 4200.16, 3737.24, 0.889784
100, 4193.18, 3657.6, 0.872273
100, 4205.11, 5781.26, 1.37482
102, 4404.44, 3541.07, 0.803976
102, 4343.29, 4550.44, 1.04769
102, 4426.32, 3682.17, 0.831881
104, 4480.22, 4681.75, 1.04498
104, 4475.66, 5188.88, 1.15936
104, 4503.83, 5465.68, 1.21356
106, 4419.36, 3909.48, 0.884626
106, 4354.17, 5033.81, 1.15609
106, 4409.75, 4455.24, 1.01032
108, 4232.89, 4991.56, 1.17923
108, 4230.67, 4332.8, 1.02414
108, 4224.22, 4606.37, 1.09047
110, 4402.23, 4405.78, 1.00081
110, 4383.56, 5366.49, 1.22423
110, 4393.73, 4926.88, 1.12134
112, 4193.2, 5598.54, 1.33515
112, 4177.42, 5876.68, 1.40677
112, 4186.52, 5417.98, 1.29415
114, 4409.47, 4928.96, 1.11781
114, 4405.01, 5116.39, 1.16149
114, 4390.68, 5060.69, 1.1526
116, 4432.32, 5725.77, 1.29182
116, 4430.52, 5023.92, 1.13393
116, 4426.37, 5643.72, 1.27502
118, 4326.46, 4971.87, 1.14918
118, 4329.16, 4913.76, 1.13504
118, 4293.37, 4769.72, 1.11095
120, 4187.92, 5426.1, 1.29566
120, 4260.76, 5146.38, 1.20785
120, 4191.85, 5535.11, 1.32045
122, 4378.27, 5166.52, 1.18004
122, 4373.27, 5182.11, 1.18495
122, 4372.9, 5188.25, 1.18645
124, 4409.32, 5681.98, 1.28863
124, 4397.24, 5529.56, 1.25751
124, 4415.17, 5561.55, 1.25965
126, 4405.06, 5254.02, 1.19272
126, 4438.52, 5627.79, 1.26794
126, 4421.46, 5626.27, 1.27249
128, 4166.14, 5353.55, 1.28502
128, 4248.57, 5392.01, 1.26913
128, 4181.03, 5728.3, 1.37007
