size_1, gflops, gflops_mpi, speedup
2, 23.1688, 0.550869, 0.0237764
2, 24.0021, 0.568879, 0.0237012
2, 25.1679, 0.572208, 0.0227356
2, 23.6024, 0.558492, 0.0236625
2, 24.7646, 0.588117, 0.0237483
2, 25.0302, 0.578804, 0.0231242
2, 25.1329, 0.579145, 0.0230433
2, 25.8391, 0.582663, 0.0225496
2, 23.9685, 0.5726, 0.0238897
2, 24.5765, 0.58773, 0.0239143
4, 194.287, 4.66721, 0.0240223
4, 189.576, 4.69746, 0.0247788
4, 199.412, 4.76488, 0.0238946
4, 197.092, 4.85727, 0.0246447
4, 190.444, 4.47648, 0.0235054
4, 194.054, 4.6835, 0.0241351
4, 185.476, 4.61787, 0.0248974
4, 186.294, 4.72246, 0.0253495
4, 200.227, 4.7461, 0.0237036
4, 197.248, 4.63782, 0.0235127
8, 1116.63, 35.2509, 0.0315691
8, 974.168, 36.5407, 0.0375097
8, 1197.26, 35.668, 0.0297915
8, 1229.51, 36.2169, 0.0294564
8, 1099.24, 36.1165, 0.032856
8, 1172.26, 34.5971, 0.0295132
8, 1083.34, 33.4049, 0.030835
8, 1097.48, 36.2044, 0.0329887
8, 1046.57, 36.5723, 0.0349448
8, 1080.2, 36.0775, 0.033399
16, 2806.07, 214.595, 0.0764756
16, 3074.58, 212.519, 0.0691213
16, 2643.85, 210.043, 0.0794458
16, 3131.15, 218.808, 0.0698809
16, 2710.15, 201.202, 0.0742403
16, 3116.32, 241.948, 0.0776391
16, 2697.41, 214.648, 0.0795757
16, 2808.71, 196.242, 0.069869
16, 3044.73, 190.634, 0.0626111
16, 3048.7, 202.408, 0.0663918
32, 4177.17, 1289.8, 0.308774
32, 4053.86, 1191.95, 0.294028
32, 3769.15, 1431.79, 0.379871
32, 3911.22, 1177.77, 0.301125
32, 3750.27, 1281.27, 0.341648
32, 4189.81, 1256.46, 0.299886
32, 3822.38, 1272.72, 0.332966
32, 3768.34, 1374.45, 0.364735
32, 3784.64, 1464.25, 0.386892
32, 4104.14, 1314.73, 0.320342
64, 4229.19, 3825.65, 0.904581
64, 4264.8, 3946.89, 0.925455
64, 4168.43, 3767.87, 0.903906
64, 4255.53, 3949.82, 0.928162
64, 4161.15, 3968.88, 0.953793
64, 4267.68, 3929.02, 0.920647
64, 4180.55, 4048.77, 0.968477
64, 4253.41, 3792.48, 0.891634
64, 4251.81, 3993.32, 0.939203
64, 4247.76, 4039.3, 0.950924
96, 3900.27, 5271.27, 1.35151
96, 3907.75, 5043.02, 1.29052
96, 3883.83, 5580.23, 1.43678
96, 3843.03, 5254.28, 1.36722
96, 3900.46, 4984.24, 1.27786
96, 3917.15, 5478.49, 1.39859
96, 3893.76, 5024.03, 1.29028
96, 3909.88, 5204.59, 1.33114
96, 3895.62, 4945.93, 1.26961
96, 3870.73, 5377.42, 1.38925
128, 4188.37, 5955.99, 1.42203
128, 4153.27, 5911.44, 1.42332
128, 4273.63, 5987.76, 1.40109
128, 4256.74, 6206.78, 1.45811
128, 4276.16, 6257.47, 1.46334
128, 4152.34, 6322.08, 1.52253
128, 4174.19, 6154.4, 1.47439
128, 4219.91, 5959.07, 1.41213
128, 4181.51, 6428.64, 1.5374
128, 4159.39, 6296.05, 1.5137
180, 3947.89, 6335.49, 1.60478
180, 3962.33, 6404.37, 1.61631
180, 4047.58, 6352.97, 1.56957
180, 4051.49, 6194.05, 1.52883
180, 4050.29, 6237.77, 1.54008
180, 3965.91, 6207, 1.56509
180, 3886.69, 6201.8, 1.59565
180, 4047.67, 6138.09, 1.51645
180, 4054.5, 6224.34, 1.53517
180, 4044.68, 6240.33, 1.54285
256, 4298.04, 6637.56, 1.54432
256, 4205.11, 6561.28, 1.56031
256, 4301.28, 6532.77, 1.5188
256, 4277.34, 6590.04, 1.54069
256, 4303.74, 6611.77, 1.53629
256, 4251.8, 6611.01, 1.55487
256, 4225.88, 6526.09, 1.54431
256, 4318.64, 6586.92, 1.52523
256, 4303.57, 6484.36, 1.50674
256, 4308.24, 6636, 1.54031
