size_1, gflops, gflops_mpi, speedup
2, 78.6549, 11.1715, 0.142032
2, 78.8266, 10.4891, 0.133065
2, 73.3877, 12.6193, 0.171953
4, 406.129, 70.7692, 0.174253
4, 427.548, 70.0109, 0.16375
4, 429.892, 66.8607, 0.155529
6, 940.146, 213.382, 0.226967
6, 945.376, 208.211, 0.220241
6, 947.189, 196.669, 0.207634
8, 1496.12, 453.696, 0.303249
8, 1512.74, 459.16, 0.303528
8, 1511.93, 434.543, 0.287409
10, 1992.62, 713.082, 0.357861
10, 2060.64, 719.016, 0.348929
10, 1984.53, 715.486, 0.360532
12, 2928.9, 1326.96, 0.453056
12, 2950.45, 1360.02, 0.460954
12, 2783.73, 1330.85, 0.478084
14, 3324.16, 2022.57, 0.608444
14, 3341.63, 2015.02, 0.603004
14, 3277.15, 1983.33, 0.605198
16, 3559.7, 2676.83, 0.75198
16, 3537.06, 2675.29, 0.756358
16, 3525.21, 2801.57, 0.794724
18, 3791.93, 3747.45, 0.988269
18, 3825.3, 3547.04, 0.927256
18, 3783.06, 3585.65, 0.947819
20, 3873.82, 4197.49, 1.08355
20, 3870.28, 4234.99, 1.09423
20, 3903.49, 4274.61, 1.09508
22, 4058.44, 4941.65, 1.21762
22, 4076.67, 4837.84, 1.18671
22, 4056.2, 4820.32, 1.18838
24, 4270.96, 5694.04, 1.3332
24, 4264.16, 5599.78, 1.31322
24, 4310.55, 5603.25, 1.29989
26, 4356.23, 6515.4, 1.49565
26, 4315.83, 6490.94, 1.50398
26, 4364.69, 6498.61, 1.48891
28, 4400.25, 6897.04, 1.56742
28, 4400.9, 6927.68, 1.57415
28, 4403.87, 6902.54, 1.56738
30, 4430.79, 7111.05, 1.60492
30, 4436.01, 7076.43, 1.59523
30, 4312.36, 7109.01, 1.64852
32, 4469.4, 7327.76, 1.63954
32, 4458.9, 7380.27, 1.65518
32, 4468.47, 7365.11, 1.64824
34, 4501.97, 7530.37, 1.67268
34, 4513.1, 7502.31, 1.66234
34, 4505.58, 7556, 1.67703
36, 4571.4, 5075.24, 1.11022
36, 4538.63, 7571.93, 1.66833
36, 4552.33, 7711.86, 1.69405
38, 4563.33, 7825.72, 1.71492
38, 4565.04, 7191.35, 1.57531
38, 4571.21, 6051.28, 1.32378
40, 4604.72, 8067.13, 1.75193
40, 4564.49, 8109.28, 1.7766
40, 4607.19, 6181.45, 1.3417
42, 4583.84, 7500.58, 1.63631
42, 4575.11, 7381.14, 1.61333
42, 4562.76, 7454.17, 1.6337
44, 4632.38, 7786.68, 1.68092
44, 4505.03, 7648.91, 1.69786
44, 4623.25, 7609.64, 1.64595
46, 4557.67, 7791.74, 1.70959
46, 4554.77, 7872.55, 1.72842
46, 4559.54, 7926.15, 1.73837
48, 4564.67, 7903.15, 1.73137
48, 4567.32, 7375.38, 1.61481
48, 4572.56, 7721.35, 1.68863
50, 4408.73, 8063.07, 1.82889
50, 4549.33, 8077.22, 1.77547
50, 4569.46, 8087.31, 1.76986
52, 4455.85, 7203.91, 1.61673
52, 4448.94, 7220.56, 1.62298
52, 4429.04, 7197.43, 1.62505
54, 4521.17, 7448.35, 1.64744
54, 4532.39, 7064.56, 1.55868
54, 4537.31, 7389.05, 1.62851
56, 4449.04, 8171.47, 1.83668
56, 4473.04, 8172.41, 1.82704
56, 4398.88, 7161.86, 1.62811
58, 4362.86, 7205.84, 1.65163
58, 4437, 7168.88, 1.6157
58, 4497.45, 7097.82, 1.57819
60, 4391.07, 7189.32, 1.63726
60, 4445.32, 7239.97, 1.62867
60, 4398.57, 7213.06, 1.63986
62, 4441.69, 7142.98, 1.60817
62, 4496.61, 7137.85, 1.58739
62, 4308.15, 7154.12, 1.6606
64, 3866.52, 7156.81, 1.85097
64, 4453.45, 7092.51, 1.59259
64, 4406.09, 7201.61, 1.63447
66, 4403.85, 7165.33, 1.62706
66, 4424.93, 7134.74, 1.6124
66, 4329.02, 7105.09, 1.64127
68, 4480.21, 7017.5, 1.56633
68, 4387.41, 7041.04, 1.60483
68, 4405.86, 6948.58, 1.57712
70, 4451.7, 6885.69, 1.54676
70, 4360.44, 6996.23, 1.60448
70, 4360.09, 6967.32, 1.59798
72, 4367.72, 6803.39, 1.55765
72, 4448.94, 6756.37, 1.51865
72, 4293.47, 6825.34, 1.5897
74, 4468.04, 6707.78, 1.50128
74, 4422.72, 6712.3, 1.51769
74, 4432.27, 6657.28, 1.502
76, 4393.74, 6632.5, 1.50954
76, 4394.17, 6592.4, 1.50026
76, 4389.38, 6674.13, 1.52052
78, 4162.58, 6515.21, 1.56519
78, 4454.03, 6478.81, 1.45459
78, 4398.51, 6527.35, 1.48399
80, 4435.71, 7957.48, 1.79396
80, 4408.36, 7856.73, 1.78223
80, 4421.11, 7586.54, 1.71598
82, 4395.77, 6465.16, 1.47077
82, 4397.53, 6443.5, 1.46525
82, 4384.31, 6462.78, 1.47407
84, 4308.49, 6819.87, 1.58289
84, 4278.92, 6771.05, 1.58242
84, 4188.26, 6771.87, 1.61687
86, 4367.35, 6711.55, 1.53676
86, 4372.75, 6755.26, 1.54485
86, 4411.55, 6736.21, 1.52695
88, 3931.27, 6517.35, 1.65782
88, 3914.97, 6592.22, 1.68385
88, 3905.69, 6497.29, 1.66354
90, 4291.91, 6733.57, 1.5689
90, 4232.25, 6759.4, 1.59712
90, 4242.2, 6726.47, 1.58561
92, 4057.53, 6790.85, 1.67364
92, 4125.39, 6829.91, 1.65558
92, 4063.81, 6808.41, 1.67538
94, 4294.09, 6262.9, 1.45849
94, 4290.62, 6253.09, 1.45739
94, 4291.02, 6257.06, 1.45818
96, 4233.28, 6485.14, 1.53194
96, 4235.92, 6420.89, 1.51582
96, 4254.93, 6425.86, 1.51022
98, 4125.08, 7439.53, 1.80349
98, 4123.87, 7200.33, 1.74601
98, 4165.62, 7189.76, 1.72598
100, 4372.83, 8013.29, 1.83252
100, 4379.37, 7870.52, 1.79718
100, 4368.02, 7862.03, 1.79991
102, 4223.68, 6093.35, 1.44266
102, 4183.84, 6101.62, 1.45838
102, 4203.38, 6106.6, 1.45278
104, 3876.42, 6371.05, 1.64354
104, 3857.15, 6372.2, 1.65205
104, 3920.33, 6370.55, 1.625
106, 4087.3, 5760.93, 1.40947
106, 4117.75, 5747.26, 1.39573
106, 4173.73, 5739.93, 1.37525
108, 4238.98, 5943.46, 1.4021
108, 4260.98, 5934.66, 1.39279
108, 4211.68, 5969.41, 1.41735
110, 3932.57, 6445.22, 1.63893
110, 3951.5, 6395.52, 1.6185
110, 3871.66, 6407.27, 1.65491
112, 4101.08, 7291.33, 1.77791
112, 4085.46, 7479.55, 1.83077
112, 4088.44, 7290.6, 1.78322
114, 4213.29, 5772.75, 1.37013
114, 4217.17, 5851.59, 1.38756
114, 4219.16, 5818.12, 1.37898
116, 4060.5, 6100.52, 1.50241
116, 4156.93, 6100.83, 1.46763
116, 3959.67, 6073.47, 1.53383
118, 4044.11, 5487.8, 1.35699
118, 4050.31, 5463.96, 1.34902
118, 4032.57, 5501.25, 1.3642
120, 4320.82, 6765.94, 1.56589
120, 4339.7, 6891.26, 1.58796
120, 4325.62, 6793.33, 1.57049
122, 4069.27, 5393.7, 1.32547
122, 4037.76, 5412.64, 1.34051
122, 4094.86, 5395.13, 1.31754
124, 3992.37, 5912.03, 1.48083
124, 4023.99, 5878.86, 1.46095
124, 3991.13, 5869.76, 1.4707
126, 4092.94, 6948.64, 1.69771
126, 4128.8, 6556.92, 1.58809
126, 4101.38, 7015.69, 1.71057
128, 4041.75, 5787.19, 1.43185
128, 3993.83, 5790.71, 1.44991
128, 4111.05, 5793.99, 1.40937
