size_1, gflops, gflops_mpi, speedup
2, 92.2928, 8.82871, 0.0956598
2, 81.0398, 8.23498, 0.101616
2, 86.3422, 9.99862, 0.115802
4, 616.583, 61.2914, 0.0994049
4, 645.114, 70.8036, 0.109754
4, 648.897, 67.6562, 0.104263
6, 1121.07, 221.633, 0.197698
6, 1043.45, 289.713, 0.277648
6, 1343.21, 241.509, 0.179801
8, 1877.21, 628.768, 0.334948
8, 2244.05, 634.476, 0.282737
8, 1989.46, 638.717, 0.321051
10, 2768.08, 848.693, 0.3066
10, 2740.22, 870.048, 0.31751
10, 2700.99, 966.431, 0.357807
12, 2308.11, 1527.62, 0.66185
12, 2879.01, 1268.26, 0.440519
12, 2917.47, 1317.8, 0.451693
14, 2976.97, 2620.56, 0.880278
14, 2749.52, 2638.28, 0.959539
14, 3126.83, 2200.57, 0.703769
16, 3453.36, 3116.48, 0.90245
16, 2858.18, 2548.51, 0.891654
16, 3188.77, 2318.22, 0.726995
18, 2925.04, 2837.99, 0.97024
18, 3794.82, 3542.1, 0.933406
18, 3015.7, 2970.71, 0.985079
20, 4018.21, 3623.67, 0.901812
20, 3902.95, 4149.95, 1.06329
20, 3467.99, 3626.7, 1.04576
22, 3704.97, 4259.57, 1.14969
22, 3573.97, 4845.97, 1.35591
22, 3411.4, 4936.81, 1.44715
24, 3863.99, 4710.01, 1.21895
24, 3959.81, 4756.27, 1.20114
24, 3401.63, 3815.46, 1.12166
26, 3916.96, 4863.34, 1.24161
26, 3492.31, 4557.9, 1.30512
26, 4030.06, 5345.19, 1.32633
28, 3532.92, 4747.29, 1.34373
28, 4056.81, 5797.24, 1.42901
28, 4066.69, 4797.23, 1.17964
30, 4086.13, 5724.91, 1.40106
30, 3681.03, 4646.68, 1.26233
30, 3610.79, 4748.49, 1.31509
32, 3690.46, 5020.33, 1.36036
32, 3907.87, 5013.02, 1.2828
32, 3842, 6248.54, 1.62638
34, 3992.02, 6571.45, 1.64614
34, 4125.99, 5625.86, 1.36352
34, 3857.07, 6235.95, 1.61676
36, 4077.46, 6077.78, 1.49058
36, 4030.96, 5413.55, 1.34299
36, 3731.32, 5234.52, 1.40286
38, 4243.17, 5739.98, 1.35276
38, 4289.34, 5825.06, 1.35803
38, 4227.24, 5339.23, 1.26305
40, 3991.99, 6117.81, 1.53252
40, 4253.37, 5519.47, 1.29767
40, 4046.96, 5544.81, 1.37012
42, 4263.03, 5522.95, 1.29554
42, 4263.08, 5833.85, 1.36846
42, 4325.32, 5535.01, 1.27968
44, 3968.17, 5653.55, 1.42472
44, 3971.19, 5765.25, 1.45177
44, 3756.78, 6057.36, 1.61238
46, 4151.22, 6422.3, 1.54709
46, 4148.73, 6320.56, 1.52349
46, 4145.1, 6617.54, 1.59647
48, 4236.89, 6619.13, 1.56226
48, 4309.97, 6605.27, 1.53256
48, 4131.94, 6519.55, 1.57784
50, 4426.74, 6660.42, 1.50459
50, 4373.15, 6658.11, 1.5225
50, 4445.06, 6810.77, 1.53221
52, 4540.21, 6663.92, 1.46776
52, 4425.34, 6697.33, 1.5134
52, 4342.91, 6734.52, 1.55069
54, 4102.19, 6949.49, 1.69409
54, 4106.29, 6754.84, 1.645
54, 4165.38, 7156.93, 1.7182
56, 4279.5, 6673.43, 1.55939
56, 4254.08, 6633.44, 1.55931
56, 4266.98, 6718.33, 1.57449
58, 4434.93, 6247.43, 1.40869
58, 4417.48, 6274.52, 1.42038
58, 4433.4, 6267.23, 1.41364
60, 4523.13, 6443.34, 1.42453
60, 4574.56, 6545.46, 1.43084
60, 4402.3, 6306.23, 1.43248
62, 3716.13, 6186.02, 1.66464
62, 4202.87, 6158.3, 1.46526
62, 4223.15, 6167.81, 1.46047
64, 4230.44, 6774.22, 1.60131
64, 4199.95, 6958.91, 1.6569
64, 4268.66, 6930.59, 1.6236
66, 4362.73, 6192.51, 1.41941
66, 4431.48, 6219.39, 1.40346
66, 4407.11, 6241.12, 1.41615
68, 4524.24, 6220.13, 1.37484
68, 4508.75, 6336.87, 1.40546
68, 4535.4, 6254.64, 1.37907
70, 4572.97, 7245.45, 1.58441
70, 4484.9, 7124.32, 1.58851
70, 4615.59, 7084.21, 1.53485
72, 3888.23, 6435.88, 1.65522
72, 3829.13, 6608.73, 1.72591
72, 3906.92, 6503.98, 1.66474
74, 4258.32, 6222.04, 1.46115
74, 4383.24, 6417.06, 1.464
74, 4381.03, 6284.97, 1.43459
76, 4064.58, 6236.72, 1.53441
76, 4073.26, 6275.5, 1.54066
76, 4072.31, 6435.9, 1.5804
78, 4518.29, 6521.2, 1.44329
78, 4473.69, 6594.93, 1.47416
78, 4496.85, 6513.98, 1.44856
80, 4288.22, 7113.69, 1.65889
80, 4310.69, 7049.28, 1.6353
80, 4291.99, 7241.5, 1.68721
82, 4299.15, 6738.92, 1.5675
82, 4259.05, 6686.26, 1.56989
82, 4283.47, 6826.7, 1.59373
84, 4265.26, 7122.07, 1.66979
84, 4263.05, 7060.59, 1.65623
84, 4209.11, 7170.5, 1.70357
86, 4420.45, 6660.92, 1.50684
86, 4432.92, 6863.06, 1.5482
86, 4409.17, 6776.65, 1.53694
88, 4009.07, 6210.49, 1.54911
88, 4001.38, 6061.41, 1.51483
88, 3989.28, 6080.96, 1.52433
90, 4357.92, 6896.25, 1.58246
90, 4389.47, 6920.18, 1.57654
90, 4423.54, 6834.92, 1.54513
92, 4517.58, 7025.21, 1.55508
92, 4503.4, 6956.31, 1.54468
92, 4499.54, 6996.03, 1.55483
94, 4337.04, 6435.92, 1.48394
94, 4392.27, 6136.11, 1.39702
94, 4379.9, 6223.03, 1.42081
