size_1, gflops, gflops_mpi, speedup
114, 4366.4, 5057.53, 1.15828
116, 4382.36, 5470.88, 1.24839
116, 4439.1, 5812.17, 1.30931
116, 4413.77, 5733.42, 1.29898
118, 4265.38, 5143.95, 1.20598
118, 4234.61, 5046.35, 1.19169
118, 4239.32, 5083.96, 1.19924
120, 4216.49, 5374.24, 1.27457
120, 4179.51, 5607.25, 1.3416
120, 4172.52, 5193.19, 1.24462
122, 4392.55, 4978.53, 1.1334
122, 4316.17, 4757.33, 1.10221
122, 4380.49, 5118.72, 1.16853
124, 4380.91, 5140.35, 1.17335
124, 4423.81, 5059.28, 1.14365
124, 4372.06, 5497.48, 1.25741
126, 4355.84, 5559.12, 1.27624
126, 4359.16, 5524.94, 1.26743
126, 4405.84, 5256.83, 1.19315
128, 4229.04, 5697.59, 1.34725
128, 4213.04, 5412.91, 1.2848
128, 4262.4, 5468.72, 1.28301
