size_1, gflops, gflops_mpi, speedup
118, 4282.85, 6306.68, 1.47254
118, 3807.69, 6267.61, 1.64604
120, 4315.72, 6979.11, 1.61714
120, 4458.53, 7003.07, 1.57071
120, 4398.44, 7028.83, 1.59803
122, 4244.52, 6199.4, 1.46057
122, 4175.41, 6143.87, 1.47144
122, 4267.88, 6192.76, 1.45102
124, 4421.23, 6900.56, 1.56078
124, 4293.47, 6878.25, 1.60203
124, 4454.51, 6820.74, 1.5312
126, 4349.76, 6578.94, 1.51248
126, 4271.54, 6509.81, 1.52399
126, 4356.89, 6559.9, 1.50564
128, 4404.55, 6735.01, 1.5291
128, 4396.42, 6746.9, 1.53464
128, 4419.01, 6708.8, 1.51817
