size_1, gflops, gflops_mpi, speedup
118, 4235.47, 5030.1, 1.18761
118, 4228.89, 4595.95, 1.0868
118, 4270.63, 4859.5, 1.13789
120, 4182.84, 5574.68, 1.33275
120, 4229.48, 5821.13, 1.37632
120, 4178.39, 5573.34, 1.33385
122, 4328.54, 4951.03, 1.14381
122, 4345, 4864.26, 1.11951
122, 4348.24, 5144.65, 1.18316
124, 4421.06, 5353.92, 1.211
124, 4409.79, 5622.23, 1.27494
124, 4424.35, 5451.93, 1.23226
126, 4362.59, 6073.31, 1.39213
126, 4413.37, 5767.19, 1.30675
126, 4367.25, 5330.98, 1.22067
128, 4187.75, 5647.48, 1.34857
128, 4161.54, 5752.77, 1.38237
128, 4139.24, 5781.5, 1.39675
