size_1, gflops, gflops_mpi, speedup
2, 23.2994, 0.717323, 0.0307872
2, 23.3932, 0.905428, 0.0387048
2, 21.6031, 0.998175, 0.0462052
2, 22.9887, 0.9293, 0.0404242
2, 26.1105, 0.938651, 0.0359492
2, 23.9434, 0.922902, 0.0385451
2, 24.2379, 0.916848, 0.0378271
2, 23.515, 0.958332, 0.040754
2, 25.6555, 0.962827, 0.0375291
2, 23.6872, 0.940643, 0.0397111
4, 196.852, 5.96318, 0.0302928
4, 189.642, 7.24191, 0.0381874
4, 190.207, 7.46352, 0.039239
4, 185.313, 7.43158, 0.0401029
4, 190.286, 7.26667, 0.0381882
4, 189.38, 7.15671, 0.0377903
4, 195.088, 7.72935, 0.0396198
4, 196.499, 7.44283, 0.0378772
4, 184.342, 7.47108, 0.0405284
4, 194.811, 7.37191, 0.0378413
8, 1082.33, 58.8968, 0.0544167
8, 1108.9, 53.1988, 0.0479743
8, 1123.6, 54.7194, 0.0487002
8, 1175.46, 55.9866, 0.0476295
8, 1137.34, 58.6047, 0.0515279
8, 1137.57, 56.2739, 0.0494684
8, 1204.88, 58.0617, 0.0481888
8, 1120.33, 55.6904, 0.0497089
8, 1035.86, 56.0126, 0.0540737
8, 997.542, 58.8251, 0.0589701
16, 2975.55, 414.088, 0.139163
16, 3031.17, 405.94, 0.133922
16, 2968.41, 403.448, 0.135914
16, 3032.06, 424.432, 0.139981
16, 3169.01, 408.008, 0.12875
16, 2849.55, 399.598, 0.140232
16, 2905.5, 409.432, 0.140916
16, 2835.56, 395.252, 0.139391
16, 2971.98, 409.871, 0.137912
16, 3008.33, 399.046, 0.132647
32, 4174.71, 2099.56, 0.502923
32, 4188.11, 2170.96, 0.518362
32, 4127.24, 2083.8, 0.504891
32, 4116.52, 2104.82, 0.51131
32, 3877.82, 2125.3, 0.548066
32, 4130.55, 2135.9, 0.517099
32, 4088.71, 2108.13, 0.5156
32, 3959.14, 1895.5, 0.478765
32, 3986.06, 2100.61, 0.526991
32, 3992.46, 1946.16, 0.487459
64, 4121.53, 4739.32, 1.14989
64, 4265.53, 4622.32, 1.08365
64, 4275.6, 4621.61, 1.08093
64, 4197.52, 5292.77, 1.26093
64, 4261.41, 4483.33, 1.05208
64, 4268.37, 5142.81, 1.20487
64, 4070.36, 5317.22, 1.30633
64, 4242.81, 4968.9, 1.17114
64, 4192.37, 4679.78, 1.11626
64, 4260.62, 4737.18, 1.11185
96, 3897.55, 4925.09, 1.26364
96, 3906.24, 4916.85, 1.25872
96, 3867.26, 5846.37, 1.51176
96, 3898.29, 5497, 1.41011
96, 3898.59, 6055.58, 1.55328
96, 3767.9, 5596.77, 1.48538
96, 3911.37, 6155.08, 1.57364
96, 3861.44, 5915.28, 1.53188
96, 3805.11, 5213.12, 1.37003
96, 3906.29, 5681.5, 1.45445
128, 4234.41, 6338.62, 1.49693
128, 4125.07, 6426.14, 1.55783
128, 4235.79, 6653.1, 1.57069
128, 4163.4, 6032.58, 1.44896
128, 4228.52, 5968.62, 1.41151
128, 4116.76, 6563.96, 1.59445
128, 4237.85, 6579.85, 1.55264
128, 4172.17, 6229.04, 1.493
128, 4207.46, 6387.46, 1.51813
128, 4208.38, 6290.49, 1.49475
180, 4021.25, 6519, 1.62114
180, 3943.46, 6221.46, 1.57767
180, 4049.38, 6410.68, 1.58313
180, 3957.71, 6463, 1.63302
180, 3826.95, 6342.29, 1.65727
180, 3897.83, 6493.72, 1.66599
180, 3896.6, 6176.16, 1.58501
180, 4050.25, 6094.77, 1.50479
180, 3965.23, 6300.25, 1.58887
180, 4048.14, 6228.93, 1.53871
256, 4234.74, 6879.04, 1.62443
256, 4266.82, 6889.76, 1.61473
256, 4226.63, 6896.18, 1.6316
256, 4262.05, 6871.63, 1.61228
256, 4294.26, 6981.93, 1.62587
256, 4245.36, 6781.75, 1.59745
256, 4298.13, 6914.23, 1.60866
256, 4282.27, 6867.2, 1.60364
256, 4139.27, 6860.13, 1.65733
256, 4195.35, 6906.26, 1.64617
